ANO;M“S;REGIONAL;MODALIDADE;OPERADOR;DISTRITO;MASSA (t);VIAGENS;PERCURSO (Km);Hora (h:mm);DIAS;COLETORES;HORAS;CLASSE
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.06A;151,91;26;1.428,00;72:56:00;11;44;72,93;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.07A;146,11;25;1.332,00;78:35:00;11;44;78,58;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.08A;136,51;22;1.212,00;70:15:00;11;41;70,25;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.09A;154,04;26;1.437,00;91:50:00;11;44;91,83;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.10A;126,88;23;1.161,00;80:35:00;11;43;80,58;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.12A;150,77;25;1.200,00;89:28:00;11;44;89,47;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.13A;129,34;22;1.206,00;73:47:00;11;44;73,78;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.14A;152,99;25;1.398,00;86:25:00;11;43;86,42;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.16A;127,54;21;1.115,00;73:45:00;11;44;73,75;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.21A;166,91;25;1.246,00;75:35:00;11;44;75,58;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.23A;147,37;24;1.265,00;74:40:00;11;43;74,67;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.24A;152,56;25;1.372,00;76:25:00;11;44;76,42;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.25A;122,12;22;1.197,00;69:02:00;11;44;69,03;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.26A;136,89;22;1.252,00;76:06:00;11;44;76,10;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.01B;165,27;26;1.349,00;99:05:00;11;44;99,08;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.02B;142,09;26;1.435,00;83:10:00;11;44;83,17;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.03B;142,17;26;1.410,00;78:35:00;11;43;78,58;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.04B;141,39;22;1.218,00;70:00:00;11;44;70,00;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.11B;160,54;26;1.340,00;76:42:00;11;44;76,70;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.15B;125,30;22;1.340,00;72:40:00;11;44;72,67;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.17B;168,29;26;1.249,00;77:56:00;11;44;77,93;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.18B;150,46;25;1.508,00;92:30:00;11;44;92,50;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.19B;157,27;26;1.440,00;82:36:00;11;44;82,60;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.20B;163,78;26;1.400,00;90:04:00;11;44;90,07;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.22B;120,59;19;941,00;62:10:00;11;44;62,17;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.27B;124,85;22;1.308,00;72:40:00;11;44;72,67;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.28B;121,24;20;1.156,00;67:05:00;11;43;67,08;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.29B;130,07;22;1.172,00;65:31:00;11;44;65,52;RDO
2018;Outubro;VENDA NOVA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;V.30B;126,31;22;1.126,00;68:26:00;11;44;68,43;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.01A;230,78;30;1.278,00;97:35:00;13;52;97,58;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.02A;183,51;25;1.065,00;78:40:00;13;52;78,67;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.03A;160,55;18;802,00;67:05:00;13;52;67,08;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.04A;204,92;25;1.024,00;85:17:00;13;52;85,28;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.05A;202,59;25;1.159,00;95:58:00;13;52;95,97;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.06A;186,20;22;973,00;73:41:00;13;52;73,68;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.18A;209,51;27;1.073,00;95:43:00;13;52;95,72;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.19A;220,98;29;1.201,00;92:00:00;13;52;92,00;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.20A;225,62;29;1.034,00;95:40:00;13;52;95,67;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.21A;232,13;29;1.192,00;107:17:00;13;52;107,28;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.22A;241,42;30;1.230,00;101:45:00;13;52;101,75;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.24A;262,29;28;1.181,00;93:24:00;13;52;93,40;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.27A;218,92;27;1.311,00;100:16:00;13;52;100,27;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.07B;160,63;17;823,00;71:35:00;13;52;71,58;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.08B;228,92;29;1.198,00;102:00:00;13;52;102,00;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.09B;222,02;30;1.162,82;87:50:00;13;52;87,83;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.10B;133,08;17;869,00;68:45:00;13;52;68,75;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.11B;204,86;26;1.167,00;79:55:00;13;52;79,92;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.12B;185,04;24;1.105,00;90:05:00;13;52;90,08;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.14B;254,28;26;1.155,00;89:20:00;13;52;89,33;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.15B;211,38;30;1.163,00;94:30:00;13;55;94,50;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.16B;207,53;26;950,00;85:47:00;13;52;85,78;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.17B;217,72;30;1.063,00;90:00:00;13;52;90,00;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.23B;238,32;29;1.093,00;106:00:00;13;52;106,00;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.25B;217,86;30;1.061,00;97:15:00;13;52;97,25;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.26B;215,43;28;991,00;89:22:00;13;52;89,37;RDO
2018;Outubro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.13D;361,12;43;1.939,00;158:40:00;26;104;158,67;RDO
2018;Outubro;NORDESTE;COLETA RES. COMUM EM SERV. SAÈDE;CONTRATADA;Unid. Serv. Sa£de;96,99;26;1.784,00;124:24:00;26;52;124,40;RDO
2018;Outubro;NORDESTE;COLETA SELETIVA PMPV;SLU;NE.13CS;12,51;4;199,00;18:15:00;4;8;18,25;RDO
2018;Outubro;NORDESTE;COLETA VILAS E LOCAIS DIF. ACESSO;CONTRATADA;Vilas e locais de dif°cil acesso;348,94;93;4.160,00;300:43:00;52;104;300,72;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.01A;23,29;4;179,00;10:10:00;2;8;10,17;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.03A;25,73;4;159,00;10:15:00;2;8;10,25;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.11A;24,39;4;196,00;11:00:00;2;8;11,00;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.12A;26,20;4;199,00;13:30:00;2;8;13,50;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.13A;22,06;4;164,00;11:50:00;2;8;11,83;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.14A;25,79;4;187,00;12:30:00;2;8;12,50;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.15A;27,99;4;175,00;12:29:00;2;8;12,48;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.16A;24,45;4;184,00;12:25:00;2;8;12,42;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.17A;23,43;4;230,00;15:35:00;2;8;15,58;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.18A;28,05;4;209,00;11:25:00;2;8;11,42;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.19A;23,45;4;176,00;13:20:00;2;8;13,33;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.02B;23,79;4;179,00;9:05:00;2;8;9,08;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.04B;25,76;4;150,00;9:41:00;2;8;9,68;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.05B;21,70;4;165,00;10:05:00;2;8;10,08;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.06B;25,88;4;167,00;11:03:00;2;8;11,05;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.07B;24,74;4;185,00;13:05:00;2;8;13,08;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.08B;28,42;4;168,00;12:05:00;2;8;12,08;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.09B;21,18;4;183,00;13:18:00;2;8;13,30;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.10B;27,65;4;177,00;14:50:00;2;8;14,83;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.20B;26,82;4;178,00;10:55:00;2;8;10,92;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.21B;29,45;4;176,00;13:35:00;2;8;13,58;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.01A;152,66;25;1.132,00;64:25:00;11;44;64,42;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.03A;168,57;25;987,00;65:15:00;11;44;65,25;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.11A;162,69;25;1.297,00;72:00:00;11;44;72,00;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.12A;164,75;26;1.366,00;89:30:00;11;44;89,50;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.13A;142,97;24;974,00;66:30:00;11;44;66,50;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.14A;165,42;25;1.171,00;81:17:00;11;44;81,28;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.15A;179,90;25;1.110,00;74:19:00;11;44;74,32;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.16A;161,74;25;1.089,00;80:45:00;11;44;80,75;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.17A;146,76;25;1.302,00;83:50:00;11;44;83,83;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.18A;176,76;26;1.332,00;75:30:00;11;44;75,50;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.19A;152,04;25;1.103,00;83:20:00;11;44;83,33;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.02B;150,86;26;1.141,00;60:48:00;11;44;60,80;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.04B;175,38;26;1.126,00;67:53:00;11;44;67,88;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.05B;143,74;25;1.064,00;64:00:00;11;44;64,00;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.06B;164,18;26;1.064,00;66:44:00;11;44;66,73;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.07B;147,65;26;1.064,00;65:00:00;11;44;65,00;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.08B;183,05;26;968,00;73:08:00;11;44;73,13;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.09B;150,03;25;1.088,00;74:21:00;11;44;74,35;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.10B;176,18;26;1.092,00;83:15:00;11;44;83,25;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.20B;160,36;26;1.109,00;62:10:00;11;44;62,17;RDO
2018;Outubro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.21B;188,81;26;1.113,00;88:25:00;11;44;88,42;RDO
2018;Outubro;BARREIRO;COLETA SELETIVA PMPV;SLU;LEV;5,55;4;302,00;24:38:00;4;9;24,63;RDO
2018;Outubro;BARREIRO;COLETA SELETIVA PMPV;SLU;LEV;2,60;5;334,00;19:40:00;5;12;19,67;RDO
2018;Outubro;BARREIRO;COLETA SELETIVA PMPV;SLU;LEV;2,23;1;70,00;8:40:00;1;3;8,67;RDO
2018;Outubro;BARREIRO;COLETA SELETIVA PMPV;SLU;B.18CS;5,66;5;363,00;26:25:00;5;11;26,42;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;C.03CS;5,22;3;112,00;13:20:00;3;8;13,33;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;C.04CS;8,42;5;330,00;20:45:00;5;11;20,75;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;LEV;5,52;4;149,00;18:10:00;4;9;18,17;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.01CS;10,34;5;275,00;25:45:00;5;12;25,75;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.01CS;12,93;5;377,00;25:50:00;5;10;25,83;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.02CS;8,01;3;176,00;13:25:00;3;6;13,42;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.02CS;8,49;3;173,00;18:15:00;3;6;18,25;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.03CS;11,87;5;299,00;20:30:00;5;11;20,50;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.03CS;8,77;5;310,00;19:30:00;5;10;19,50;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.04CS;8,25;4;223,00;18:45:00;4;10;18,75;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.04CS;7,64;4;196,00;12:05:00;4;8;12,08;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.05CS;16,15;5;290,00;24:20:00;5;13;24,33;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.05CS;7,48;5;193,00;20:40:00;5;13;20,67;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.06CS;8,88;5;261,00;26:30:00;5;11;26,50;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.06CS;12,73;5;292,00;23:55:00;5;11;23,92;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.07CS;7,70;3;132,00;19:45:00;3;6;19,75;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.07CS;6,97;3;134,00;11:05:00;3;8;11,08;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.08CS;11,90;4;181,00;23:43:00;4;9;23,72;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.08CS;10,42;4;233,00;21:00:00;4;9;21,00;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.09CS;9,56;4;162,00;18:15:00;4;10;18,25;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.09CS;9,31;4;225,00;17:45:00;4;8;17,75;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.10CS;7,25;4;216,00;16:25:00;4;8;16,42;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.10CS;11,42;4;258,00;24:10:00;4;9;24,17;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.11CS;14,06;5;428,00;28:30:00;5;11;28,50;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.11CS;9,54;5;353,00;23:40:00;5;11;23,67;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.12CS;7,46;3;220,00;16:15:00;3;6;16,25;RDO
2018;Outubro;CENTRO SUL;COLETA SELETIVA PMPV;SLU;S.12CS;7,48;3;282,00;17:20:00;3;6;17,33;RDO
2018;Outubro;LESTE;COLETA SELETIVA PMPV;COOPERATIVA;L.13CS;15,25;10;267,00;34:05:00;5;15;34,08;RDO
2018;Outubro;NORDESTE;COLETA SELETIVA PMPV;SLU;LEV;2,28;4;193,00;17:40:00;4;8;17,67;RDO
2018;Outubro;NORDESTE;COLETA SELETIVA PMPV;SLU;LEV;3,33;5;211,00;17:35:00;5;10;17,58;RDO
2018;Outubro;NORDESTE;COLETA SELETIVA PMPV;SLU;LEV;2,34;5;234,00;17:25:00;5;10;17,42;RDO
2018;Outubro;NORDESTE;COLETA SELETIVA PMPV;SLU;LEV;1,95;3;126,00;9:45:00;3;6;9,75;RDO
2018;Outubro;NORDESTE;COLETA SELETIVA PMPV;SLU;LEV;1,47;4;128,00;8:20:00;4;8;8,33;RDO
2018;Outubro;OESTE;COLETA SELETIVA PMPV;SLU;LEV;1,99;4;199,00;12:40:00;4;8;12,67;RDO
2018;Outubro;OESTE;COLETA SELETIVA PMPV;SLU;O.05CS;10,86;3;133,00;21:36:00;4;9;21,60;RDO
2018;Outubro;OESTE;COLETA SELETIVA PMPV;SLU;O.07CS;10,88;4;270,00;20:50:00;4;9;20,83;RDO
2018;Outubro;OESTE;COLETA SELETIVA PMPV;SLU;O.08CS;9,07;4;247,00;15:30:00;4;8;15,50;RDO
2018;Outubro;OESTE;COLETA SELETIVA PMPV;SLU;O.16CS;6,01;4;285,00;16:10:00;4;9;16,17;RDO
2018;Outubro;OESTE;COLETA SELETIVA PMPV;SLU;O.22CS;10,80;4;265,00;18:10:00;4;8;18,17;RDO
2018;Outubro;OESTE;COLETA SELETIVA PMPV;SLU;O.22CS;10,07;4;273,00;24:15:00;4;9;24,25;RDO
2018;Outubro;OESTE;COLETA SELETIVA PMPV;SLU;O.23CS;4,55;4;302,00;19:50:00;4;8;19,83;RDO
2018;Outubro;OESTE;COLETA SELETIVA PMPV;SLU;O.23CS;10,19;4;247,00;13:00:00;4;8;13,00;RDO
2018;Outubro;PAMPULHA;COLETA SELETIVA PMPV;SLU;LEV;6,88;4;236,00;20:55:00;4;8;20,92;RDO
2018;Outubro;PAMPULHA;COLETA SELETIVA PMPV;SLU;LEV;6,10;4;252,00;23:30:00;4;8;23,50;RDO
2018;Outubro;PAMPULHA;COLETA SELETIVA PMPV;SLU;LEV;10,40;5;319,00;28:55:00;5;10;28,92;RDO
2018;Outubro;PAMPULHA;COLETA SELETIVA PMPV;SLU;LEV;1,94;3;200,00;16:50:00;3;6;16,83;RDO
2018;Outubro;PAMPULHA;COLETA SELETIVA PMPV;SLU;P.14CS;12,24;5;311,00;25:00:00;5;10;25,00;RDO
2018;Outubro;NORTE;COLETA VILAS E LOCAIS DIF. ACESSO;CONTRATADA;Vilas e locais de dif°cil acesso;155,78;54;2.492,00;171:55:00;22;44;171,92;RDO
2018;Outubro;VENDA NOVA;COLETA VILAS E LOCAIS DIF. ACESSO;CONTRATADA;Vilas e locais de dif°cil acesso;189,31;72;3.825,00;269:14:00;44;88;269,23;RDO
2018;Outubro;PAMPULHA;COLETA VILAS E LOCAIS DIF. ACESSO;CONTRATADA;Vilas e locais de dif°cil acesso;81,80;28;2.087,00;142:45:00;22;44;142,75;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.01A;250,53;31;1.843,00;132:10:00;13;51;132,17;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.03A;235,23;29;1.707,00;112:25:00;13;50;112,42;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.04A;196,32;25;1.572,00;96:55:00;13;50;96,92;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.12A;223,09;29;1.739,00;104:30:00;13;51;104,50;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.14A;271,19;30;1.648,00;115:05:00;13;51;115,08;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.17A;190,64;26;1.643,00;108:05:00;13;50;108,08;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.19A;185,26;25;1.390,00;82:30:00;13;52;82,50;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.20A;189,38;25;1.349,00;79:30:00;13;52;79,50;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.21A;264,11;29;1.529,00;98:20:00;13;52;98,33;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.22A;206,23;25;1.145,00;82:05:00;13;52;82,08;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.23A;206,05;25;1.262,00;84:35:00;13;52;84,58;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.25A;210,13;26;1.230,00;81:40:00;13;52;81,67;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.26A;241,90;30;1.483,00;96:40:00;13;52;96,67;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.02B;251,16;30;1.589,00;92:55:00;13;52;92,92;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.05B;234,30;30;1.670,00;103:25:00;13;52;103,42;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.06B;233,37;30;1.572,00;88:35:00;13;52;88,58;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.07B;191,77;26;1.420,00;79:10:00;13;52;79,17;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.08B;258,05;30;1.749,00;113:00:00;13;52;113,00;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.09B;248,37;30;1.830,00;123:20:00;13;52;123,33;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.10B;248,25;30;1.944,00;119:40:00;13;52;119,67;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.11B;217,06;26;1.544,00;102:10:00;13;52;102,17;RDO
2018;Outubro;NOROESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NO.13B;206,96;26;1.232,00;85:35:00;13;52;85,58;RDO
