ANO;M“S;REGIONAL;MODALIDADE;OPERADOR;DISTRITO;MASSA (t);VIAGENS;PERCURSO (Km);Hora (h:mm);DIAS;COLETORES;HORAS;CLASSE
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.01A;238,76;32;1.279,00;108:42:00;12;47;108,70;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.02A;211,93;30;1.236,00;91:45:00;12;48;91,75;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.03A;222,75;31;1.157,00;86:29:00;12;46;86,48;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.04A;236,20;30;1.177,00;97:43:00;12;47;97,72;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.05A;240,20;30;1.128,00;89:50:00;12;48;89,83;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.06A;211,08;27;1.106,00;83:30:00;12;46;83,50;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.18A;219,73;32;1.171,00;101:13:00;12;47;101,22;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.19A;246,58;31;1.207,00;106:11:00;12;48;106,18;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.20A;262,43;32;1.069,00;93:10:00;12;47;93,17;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.21A;267,64;32;1.302,00;114:25:00;12;46;114,42;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.22A;265,91;31;1.214,00;103:55:00;12;46;103,92;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.24A;295,25;33;1.181,00;112:05:00;12;48;112,08;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.27A;233,37;30;1.149,00;100:39:00;12;46;100,65;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.07B;169,31;26;1.082,00;83:10:00;13;52;83,17;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.08B;226,64;30;1.145,00;108:11:00;13;50;108,18;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.09B;210,95;29;1.115,00;87:01:00;13;51;87,02;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.10B;154,71;24;1.046,00;72:35:00;13;50;72,58;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.11B;214,64;30;1.213,00;90:15:00;13;51;90,25;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.12B;198,30;29;1.156,00;89:53:00;13;52;89,88;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.14B;238,22;30;1.195,00;98:35:00;13;50;98,58;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.15B;225,50;30;1.091,00;102:15:00;13;50;102,25;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.16B;210,17;30;1.103,00;97:16:00;13;52;97,27;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.17B;235,03;30;1.045,00;87:20:00;13;52;87,33;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.23B;258,75;31;1.117,00;106:47:00;13;52;106,78;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.25B;227,32;30;1.086,00;98:30:00;13;51;98,50;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.26B;235,98;30;1.040,00;104:10:00;13;49;104,17;RDO
2016;Janeiro;NORDESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;NE.13D;370,50;56;2.165,00;180:43:00;25;100;180,72;RDO
2016;Janeiro;NORDESTE;COLETA RES÷DUOS SERV. SAÈDE;SLU;Unid. Serv. Sa£de;5,21;15;1.070,00;88:00:00;11;11;88,00;RSS
2016;Janeiro;NORDESTE;COLETA SELETIVA PMPV;CONTRATADA;LEV;27,83;21;1.288,00;130:20:00;21;42;130,33;RDO
2016;Janeiro;NORDESTE;COLETA SELETIVA PMPV;CONTRATADA;NE.13CS;17,95;6;316,00;34:20:00;4;8;34,33;RDO
2016;Janeiro;NORDESTE;COLETA VILAS E LOCAIS DIF. ACESSO;CONTRATADA;Vilas e locais de dif°cil acesso;418,22;162;6.055,00;479:54:00;75;6;479,90;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.01D;282,88;45;1.722,00;126:35:00;25;99;126,58;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.02D;266,53;46;1.867,00;126:50:00;25;100;126,83;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.03D;236,27;44;1.882,00;117:45:00;25;100;117,75;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.04D;280,93;48;1.845,00;121:35:00;25;99;121,58;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.05D;305,47;44;1.588,00;106:25:00;25;100;106,42;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.06D;294,66;46;1.737,00;107:45:00;25;100;107,75;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.07D;302,26;49;2.028,00;118:35:00;25;99;118,58;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.08D;287,28;48;1.859,00;120:30:00;25;100;120,50;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.09D;285,02;35;1.502,00;118:50:00;25;96;118,83;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.10D;286,73;45;1.763,00;121:05:00;25;100;121,08;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.11D;312,35;46;1.948,00;125:35:00;25;97;125,58;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.12D;258,62;28;964,00;85:05:00;25;100;85,08;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.13D;301,48;46;1.934,00;118:40:00;25;100;118,67;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.14D;276,56;48;1.890,00;122:20:00;25;100;122,33;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.15D;251,50;47;1.836,00;121:20:00;25;100;121,33;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.16D;346,27;51;2.006,00;123:05:00;25;100;123,08;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.17D;310,24;39;1.507,00;126:00:00;25;100;126,00;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;C.18D;239,12;44;1.963,00;120:45:00;25;100;120,75;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;S.01D;279,08;46;2.183,00;124:50:00;25;100;124,83;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;S.02D;185,95;30;1.365,00;93:00:00;25;100;93,00;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;S.03D;309,14;51;2.432,00;135:40:00;25;99;135,67;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;S.04D;256,14;30;1.887,00;125:40:00;25;100;125,67;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;S.05D;242,18;40;1.947,00;117:50:00;25;100;117,83;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;S.06D;306,08;50;2.551,00;127:30:00;25;99;127,50;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;S.07D;286,42;45;2.085,00;122:25:00;25;97;122,42;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;S.08D;295,85;50;2.162,00;123:20:00;25;100;123,33;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;S.09D;262,26;41;1.770,00;106:55:00;25;99;106,92;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;S.10D;292,92;39;1.795,00;129:10:00;25;100;129,17;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;S.11D;302,66;32;1.888,00;129:30:00;25;100;129,50;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;S.12D;263,12;30;1.761,00;132:10:00;25;100;132,17;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;S.13D;250,57;36;1.597,00;103:20:00;25;100;103,33;RDO
2016;Janeiro;CENTRO SUL;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;S.14D;254,11;43;1.944,00;116:30:00;25;100;116,50;RDO
2016;Janeiro;OESTE;COLETA SELETIVA PMPV;CONTRATADA;LEV;14,72;14;726,00;58:05:00;14;42;58,08;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.01A;213,85;29;855,00;69:33:00;12;44;69,55;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.02A;257,17;33;974,00;82:50:00;12;47;82,83;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.03A;198,78;26;1.125,00;88:10:00;12;48;88,17;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.04A;240,35;30;989,00;84:50:00;12;46;84,83;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.06A;310,07;35;1.232,00;113:40:00;12;48;113,67;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.09A;248,80;32;960,00;82:55:00;12;48;82,92;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.10A;276,92;33;1.073,00;84:10:00;12;46;84,17;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.11A;292,72;35;1.051,00;90:30:00;12;48;90,50;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.12A;295,49;35;1.005,00;84:05:00;12;45;84,08;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.13A;292,10;34;1.016,00;87:30:00;12;48;87,50;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.14A;293,31;36;1.213,00;106:04:00;12;47;106,07;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.16A;308,43;29;991,00;100:10:00;12;48;100,17;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.26A;246,32;27;861,00;78:55:00;12;44;78,92;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.27A;240,08;30;849,00;76:50:00;12;45;76,83;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.05B;196,85;29;1.145,00;72:40:00;13;51;72,67;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.15B;204,36;30;1.049,00;83:10:00;13;52;83,17;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.17B;218,41;31;1.297,00;83:15:00;13;51;83,25;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.18B;249,01;31;1.122,00;80:25:00;13;52;80,42;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.19B;204,74;30;1.056,00;75:50:00;13;50;75,83;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.20B;238,07;30;1.152,00;82:20:00;13;52;82,33;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.21B;204,38;31;1.084,00;76:45:00;13;52;76,75;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.22B;165,87;17;818,00;69:45:00;13;51;69,75;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.23B;129,43;19;909,00;61:20:00;13;52;61,33;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.24B;142,66;23;832,00;76:10:00;13;52;76,17;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.25B;218,59;30;1.136,00;66:35:00;13;50;66,58;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.28B;190,90;30;1.072,00;74:45:00;13;49;74,75;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.29B;187,28;27;1.071,00;66:40:00;13;51;66,67;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.30B;208,83;28;985,00;70:25:00;13;50;70,42;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.07D;285,68;49;1.663,00;126:05:00;25;98;126,08;RDO
2016;Janeiro;OESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;O.08D;320,68;49;1.781,00;117:00:00;25;98;117,00;RDO
2016;Janeiro;OESTE;COLETA VILAS E LOCAIS DIF. ACESSO;CONTRATADA;Vilas e locais de dif°cil acesso;577,25;185;8.491,00;550:35:00;75;6;550,58;RDO
2016;Janeiro;OESTE;COLETA DEP.CLANDESTINA CARREG. MANUAL;CONTRATADA;Locais dep. clandestina;206,67;50;3.079,00;178:00:00;25;2;178,00;RPU
2016;Janeiro;OESTE;COLETA DEP.CLANDESTINA CARREG. MEC∂NICO;CONTRATADA;Locais dep. clandestina;384,58;48;3.230,00;168:30:00;24;;168,50;RPU
2016;Janeiro;NORTE;COLETA RES÷DUOS SERV. SAÈDE;SLU;Unid. Serv. Sa£de;2,90;9;717,00;44:15:00;8;8;44,25;RSS
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.01A;232,55;36;1.673,00;125:35:00;12;48;125,58;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.03A;209,46;31;1.251,00;75:52:00;12;48;75,87;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.11A;215,76;31;1.629,00;91:53:00;12;48;91,88;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.12A;216,72;27;1.328,00;84:14:00;12;48;84,23;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.13A;195,23;31;1.386,00;76:15:00;12;48;76,25;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.14A;213,53;32;1.381,00;94:40:00;12;48;94,67;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.15A;240,43;32;1.316,00;109:45:00;12;48;109,75;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.16A;228,71;33;1.537,00;105:00:00;12;48;105,00;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.17A;223,12;32;1.758,00;110:49:00;12;48;110,82;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.18A;184,42;26;1.446,00;77:34:00;12;48;77,57;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.19A;198,20;31;1.230,00;87:45:00;12;48;87,75;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.02B;199,24;30;1.413,00;106:11:00;13;52;106,18;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.04B;203,25;32;1.446,00;90:17:00;13;52;90,28;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.05B;198,91;29;1.055,00;67:08:00;13;52;67,13;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.06B;186,09;31;1.270,00;86:13:00;13;52;86,22;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.07B;183,09;30;1.308,00;79:50:00;13;52;79,83;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.08B;228,15;30;1.125,00;83:15:00;13;52;83,25;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.09B;181,91;30;1.321,00;73:25:00;13;52;73,42;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.10B;234,17;38;1.201,00;106:03:00;13;52;106,05;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.20B;204,26;30;1.364,00;82:59:00;13;52;82,98;RDO
2016;Janeiro;NORTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;N.21B;218,02;31;1.099,00;82:50:00;13;52;82,83;RDO
2016;Janeiro;NORTE;COLETA VILAS E LOCAIS DIF. ACESSO;CONTRATADA;Vilas e locais de dif°cil acesso;237,77;105;4.635,00;307:38:00;50;4;307,63;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.05A;274,36;43;1.231,00;100:57:00;12;47;100,95;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.06A;239,17;32;1.058,00;93:53:00;12;48;93,88;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.07A;274,58;32;853,00;101:22:00;12;48;101,37;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.08A;259,66;32;1.125,00;94:12:00;12;48;94,20;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.09A;235,75;31;1.080,00;95:31:00;12;48;95,52;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.10A;164,92;25;888,00;78:10:00;12;46;78,17;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.12A;292,89;31;1.068,00;99:51:00;12;47;99,85;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.13A;178,86;25;878,00;83:42:00;12;47;83,70;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.14A;200,20;26;903,00;84:32:00;12;48;84,53;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.19A;255,04;31;1.083,00;97:58:00;12;47;97,97;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.20A;272,52;32;966,00;96:42:00;12;48;96,70;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.24A;266,95;31;1.001,00;91:36:00;12;48;91,60;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.01B;147,16;22;734,00;67:18:00;13;47;67,30;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.02B;226,16;30;1.015,00;89:33:00;13;52;89,55;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.03B;139,61;21;710,00;62:49:00;13;49;62,82;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.04B;194,24;28;989,00;83:18:00;13;52;83,30;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.11B;210,55;30;1.021,00;84:02:00;13;52;84,03;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.15B;158,22;23;755,00;69:35:00;13;51;69,58;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.16B;189,91;26;853,00;401:13:00;13;50;401,22;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.17B;201,41;28;932,00;83:02:00;13;52;83,03;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.18B;239,20;31;993,00;89:08:00;13;52;89,13;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.21B;250,82;28;855,00;86:01:00;13;52;86,02;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.22B;258,71;30;992,00;90:15:00;13;52;90,25;RDO
2016;Janeiro;LESTE;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;L.23B;239,51;30;1.000,00;88:39:00;13;52;88,65;RDO
2016;Janeiro;LESTE;COLETA VILAS E LOCAIS DIF. ACESSO;CONTRATADA;Vilas e locais de dif°cil acesso;362,29;115;4.003,00;372:30:00;75;6;372,50;RDO
2016;Janeiro;PAMPULHA;COLETA VILAS E LOCAIS DIF. ACESSO;CONTRATADA;Vilas e locais de dif°cil acesso;160,33;100;99.096,00;329:45:00;48;4;329,75;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.06A;173,16;28;1.176,00;85:05:00;12;50;85,08;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.07A;187,83;27;1.244,00;81:15:00;12;48;81,25;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.08A;191,91;29;1.344,00;85:45:00;12;48;85,75;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.09A;179,44;29;1.650,00;93:25:00;12;50;93,42;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.10A;205,52;32;2.195,00;120:25:00;12;48;120,42;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.11A;254,97;31;1.686,00;107:50:00;12;48;107,83;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.12A;243,16;33;1.890,00;110:35:00;12;48;110,58;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.13A;245,06;31;1.711,00;112:35:00;12;48;112,58;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.14A;199,87;26;1.392,00;74:30:00;12;48;74,50;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.19A;148,82;24;1.279,00;71:00:00;12;48;71,00;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.20A;148,30;27;1.565,00;78:35:00;12;48;78,58;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.21A;241,60;32;2.020,00;98:35:00;12;48;98,58;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.25A;215,56;30;1.368,00;99:15:00;12;48;99,25;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.29A;255,58;31;1.841,00;102:10:00;12;48;102,17;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.01B;179,36;27;2.012,00;124:05:00;13;58;124,08;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.02B;164,76;27;1.509,00;93:05:00;13;54;93,08;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.03B;181,60;28;1.448,00;83:10:00;13;52;83,17;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.04B;141,50;23;1.364,00;75:30:00;13;52;75,50;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.05B;168,86;27;1.762,00;86:50:00;13;52;86,83;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.15B;239,54;34;2.102,00;123:35:00;13;56;123,58;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.16B;218,68;30;1.765,00;86:55:00;13;52;86,92;RDO
2016;Janeiro;PAMPULHA;COLETA DOMICILIAR C/ COMPACTADOR;CONTRATADA;P.17B;286,10;37;2.114,00;124:15:00;13;56;124,25;RDO
